JobTitle,company,Applied,JobType,DaysPostedAgo,MatchPercentage,LinkToApply,NoOfSkillsJobDemanded,SkillsJobDemended,NoOfMatchedSkills,MatchedSkills,NoOfUnmatchedSkills,UnmatchedSkills,NoOfExtraSkillsYouHave,ExtraSkillsYouHave,MyTotalSkills
" Research Scientist, Generative Adversarial Networks (GAN)", Autodesk, ,,6,59.38,https://www.indeed.com/rc/clk?jk=54d730c5e16ef355&fccid=7136762d065a5ad7&vjs=3,32,"Tensorflow, Presentation, Software, Algorithms, Technical, Mac, R, Architecture, Machine Learning Algorithms, Construction, Developer, C, Computer, Research, Data Science, Collaboration , Trends, Tools, Design, Engineering, Collaboration, Science, Development, Manufacturing, Translation, Networks, Applications, Data, Cloud Computing, Programming, Math, Computer Science",19,"C, Science, Tensorflow, Development, Computer, R, Translation, Networks, Data Science, Machine Learning Algorithms, Tools, Data, Programming, Computer Science, Developer, Algorithms, Technical, Mac, Design",13,"Manufacturing, Research, Architecture, Presentation, Collaboration , Trends, Software, Applications, Cloud Computing, Engineering, Math, Construction, Collaboration",89,"Toad, Excel, Certifications, Code, Flume, Processing, Linux, Spyder, Data Analysis, Python, image classification, Coding, Java, Analytics, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, R-Studio, Quantitative, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Optimization, Decision making, sklearn, Convolutional Neural Network, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, PLSQL, Leadership, Technology, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Analysis, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Business Objects",108
 Graduate Intern Data Enabled, Johnson Controls, ," Full-time, Internship",3,59.09,https://www.indeed.com/rc/clk?jk=b195c8d3e1aa491e&fccid=dacddaa4d49537d8&vjs=3,22,"Problem Solving, Email, Data Analytics, R, C++, Legal, Verbal, Communication, C, Python, Computer, Tools, Design, Database, Java, Analytics, Science, Training, Applications, Data, Organization, Computer Science",13,"C, Science, Python, Computer, R, C++, Tools, Data, Data Analytics, Computer Science, Java, Analytics, Design",9,"Organization, Training, Verbal, Applications, Problem Solving, Email, Database, Legal, Communication",95,"Toad, Tensorflow, Excel, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, image classification, Coding, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Mac, R-Studio, Quantitative, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, Data Science, PLSQL, Leadership, Technology, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, Big Data Analytics, Analysis, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
 Internet of things software intern, Intel, ," Temporary, Internship",2,58.82,https://www.indeed.com/rc/clk?jk=23bbb4427aa43af7&fccid=f1374be6a45f4b8a&vjs=3,17,"C, Leadership, Science, R, Operating Systems, C++, Security, Data, Software, Cloud Computing, Engineering, Technical, Developer, Legal, Java, Javascript, Mac",10,"C, Science, Leadership, R, Java, C++, Data, Developer, Technical, Mac",7,"Operating Systems, Software, Cloud Computing, Security, Engineering, Javascript, Legal",98,"Toad, Tensorflow, Excel, Certifications, Code, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, Python, image classification, Coding, Analytics, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, R-Studio, Quantitative, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Computer Science, Design, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Decision Analytics, Oracle, ETL, HANA, Computer, Jupyter Notebooks, Data Science, Tools, PLSQL, Technology, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, Big Data Analytics, Analysis, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
 Data Sciences Intern, Kantar Health, , Internship,3,58.82,https://www.indeed.com/rc/clk?jk=3d784aa3fbbed1ad&fccid=4cacd5bfd5888ca2&vjs=3,34,"Excel, Statistical Analysis, Optimization, Software, MySQL, Scripting Languages, Languages, SQL Queries, R, Analyze Data, Review, Analysis, SAS, C, Python, Computer, Tableau, Research, Tools, Design, SPSS, Database, Technology, PowerPoint, Development, SQL, Science, Microsoft Excel, Databases, Data, Big Data, Healthcare, Management, Computer Science",20,"C, Technology, Development, Optimization, Excel, Statistical Analysis, Python, Computer, Tableau, SQL, R, Science, Tools, Data, Big Data, Computer Science, Analysis, SAS, Management, Design",14,"PowerPoint, SQL Queries, Research, Analyze Data, Review, Microsoft Excel, Software, MySQL, Scripting Languages, Languages, SPSS, Database, Databases, Healthcare",88,"Toad, Tensorflow, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, image classification, Coding, Java, Analytics, Data Mining, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Hadoop Streaming, Data Analytics, Mac, R-Studio, Quantitative, Statistics, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, Data Science, PLSQL, Leadership, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
 Business Intelligence & Analytics Intern, NBCUniversal, , Internship,13,58.62,https://www.indeed.com/rc/clk?jk=3ff3f224db02a441&fccid=35d653c09c2712b6&vjs=3,29,"Physics, Excel, Mac, Quantitative, R, Review, Analysis, Web, Legal, SAS, Matlab, C, Python, Computer, Reporting, Mobile, Engineering, Database, Collaboration, Analytics, Technology, Forecasting, Innovation, SQL, Science, Databases, Data, Math, Computer Science",17,"C, Technology, Forecasting, Excel, SQL, Quantitative, Python, Computer, Science, Analytics, R, Reporting, Data, Analysis, SAS, Mac, Computer Science",12,"Physics, Innovation, Review, Databases, Legal, Mobile, Engineering, Database, Math, Web, Collaboration, Matlab",91,"Toad, Tensorflow, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, image classification, Coding, Java, Data Mining, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, R-Studio, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Design, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, Data Science, Tools, PLSQL, Leadership, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Data Sets, Seaborn, Decision Making, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
 Semantic Analysis and Interoperability Intern, Mitre Corporation, , Internship,17,58.62,https://www.indeed.com/rc/clk?jk=85b9b9233705ec80&fccid=fd03a1a845b02aae&vjs=3,29,"Modeling Data, MapReduce, MySQL, Mac, Big Data Technologies, Hadoop, AWS, R, Networking, Analysis, Data Sets, C, Data Science, Database, Flexibility, Spark, Collaboration, Data Mining, Technology, Development, Innovation, SQL, Science, HBase, Databases, Data, Big Data, XML, Design",17,"C, Data Mining, Technology, Development, Hadoop, SQL, Science, R, Data Science, MapReduce, Data, Big Data, Analysis, Spark, Data Sets, Mac, Design",12,"Modeling Data, Big Data Technologies, Innovation, HBase, AWS, Networking, Databases, MySQL, Database, Flexibility, XML, Collaboration",91,"Toad, Tensorflow, Excel, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, Python, image classification, Coding, Java, Analytics, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, R-Studio, Quantitative, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Computer Science, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Computer, Jupyter Notebooks, Tools, PLSQL, Leadership, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, SAS, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Matplotlib, Hive, Networks, Business Objects",108
 Internship - Availability Machine Learning, Amadeus, , Internship,17,58.54,https://www.indeed.com/rc/clk?jk=de6b92136ba386b3&fccid=ffc4c94689585496&vjs=3,41,"Logic, Software, Email, Data Analytics, Algorithms, Machine Learning Techniques, Technical, Mac, Support, Hadoop, Components, Statistical Modelling, R, Internet, Metrics, C++, Processing, Big Data Analytics, Analysis, Web, C, Python, Computer, Collaboration , Storage, Engineering, Spark, Coding, Collaboration, Work Independently, Analytics, Technology, Science, SQL, Hardware, Big Data, Data,  Maintain, Programming, Math, Computer Science",24,"Data Analytics, Algorithms, Technical, Mac, Hadoop, Statistical Modelling, R, C++, Processing, Big Data Analytics, Analysis, C, Python, Computer, Spark, Coding, Analytics, Technology, Science, SQL, Data, Big Data, Programming, Computer Science",17,"Support, Logic, Components, Collaboration, Internet, Metrics, Collaboration , Software, Storage, Hardware, Email, Engineering,  Maintain, Math, Web, Machine Learning Techniques, Work Independently",84,"Toad, Statistical Learning, Tensorflow, Excel, Statistical Analysis, Optimization, Decision making, Text Analytics, sklearn, Hadoop Streaming, MapReduce, Keras, Hadoop ecosystem, Certifications, Convolutional Neural Network, Reports, Code, Information Technology, Predictive Quantitative Analysis, Windows, R-Studio, Image Processing, Flume, Quantitative, Data Warehousing, Statistics, image classification problem, OLAP, SAP Business Objects, Data Visualization, Machine Learning Algorithms, MS Excel, Quantitative Analysis, Management, Developer, Decision Analytics, Linux, Spyder, SAS, Data Sets, Seaborn, Oracle, ETL, Data Analysis, HANA, Tableau, image classification, Jupyter Notebooks, Data Science, Decision Making, Tools, Reporting, Enterprise Miner, SAP HANA, Operations, PLSQL, C#, Java, Oracle SQL Developer, BEX Query Designer and Analyzer, Data Mining, Leadership, Forecasting, Development, Lumira, Matplotlib, Sqoop, SAP NetWeaver, Multivariate Analysis, Pandas, Translation, Hive, Networks, Numpy, Exploratory Data Analysis, Microsoft Azure, Pig, sci-kit learn, Business Objects, MS Visual Studio, NLTK, SAP Design Studio, CNN, Design",108
 Internship - Availability Machine Learning, Amadeus, , Internship,17,58.54,https://www.indeed.com/rc/clk?jk=de6b92136ba386b3&fccid=ffc4c94689585496&vjs=3,41,"Logic, Software, Email, Data Analytics, Algorithms, Machine Learning Techniques, Technical, Mac, Support, Hadoop, Components, Statistical Modelling, R, Internet, Metrics, C++, Processing, Big Data Analytics, Analysis, Web, C, Python, Computer, Collaboration , Storage, Engineering, Spark, Coding, Collaboration, Work Independently, Analytics, Technology, Science, SQL, Hardware, Big Data, Data,  Maintain, Programming, Math, Computer Science",24,"Data Analytics, Algorithms, Technical, Mac, Hadoop, Statistical Modelling, R, C++, Processing, Big Data Analytics, Analysis, C, Python, Computer, Spark, Coding, Analytics, Technology, Science, SQL, Data, Big Data, Programming, Computer Science",17,"Support, Logic, Components, Collaboration, Internet, Metrics, Collaboration , Software, Storage, Hardware, Email, Engineering,  Maintain, Math, Web, Machine Learning Techniques, Work Independently",84,"Toad, Statistical Learning, Tensorflow, Excel, Statistical Analysis, Optimization, Decision making, Text Analytics, sklearn, Hadoop Streaming, MapReduce, Keras, Hadoop ecosystem, Certifications, Convolutional Neural Network, Reports, Code, Information Technology, Predictive Quantitative Analysis, Windows, R-Studio, Image Processing, Flume, Quantitative, Data Warehousing, Statistics, image classification problem, OLAP, SAP Business Objects, Data Visualization, Machine Learning Algorithms, MS Excel, Quantitative Analysis, Management, Developer, Decision Analytics, Linux, Spyder, SAS, Data Sets, Seaborn, Oracle, ETL, Data Analysis, HANA, Tableau, image classification, Jupyter Notebooks, Data Science, Decision Making, Tools, Reporting, Enterprise Miner, SAP HANA, Operations, PLSQL, C#, Java, Oracle SQL Developer, BEX Query Designer and Analyzer, Data Mining, Leadership, Forecasting, Development, Lumira, Matplotlib, Sqoop, SAP NetWeaver, Multivariate Analysis, Pandas, Translation, Hive, Networks, Numpy, Exploratory Data Analysis, Microsoft Azure, Pig, sci-kit learn, Business Objects, MS Visual Studio, NLTK, SAP Design Studio, CNN, Design",108
 Data Engineering Intern, KAYAK, , Internship,2,58.33,https://www.indeed.com/rc/clk?jk=fd3b6e0b2e4f53cb&fccid=3fc1e7f5af93d293&vjs=3,24,"Testing, Ruby, Unix, Code, Technical, Web Services, Planning, R, Processing, Web, C, Computer, Tools, Shell Scripting, Java, High Energy, Innovation, Science, SQL, UNIX, Data, Programming, Management, Computer Science",14,"C, Science, SQL, Computer, R, Java, Tools, Data, Processing, Programming, Code, Technical, Management, Computer Science",10,"Innovation, Planning, UNIX, Testing, Ruby, Unix, Shell Scripting, Web, High Energy, Web Services",94,"Toad, Tensorflow, Excel, Certifications, Flume, Machine Learning Algorithms, Linux, Spyder, Data Analysis, Python, image classification, Coding, Analytics, Data Mining, Lumira, Sqoop, Pandas, Numpy, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, Mac, R-Studio, Quantitative, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Design, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, Data Science, PLSQL, Leadership, Technology, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Analysis, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
" Data Science Intern, Summer 2018", Cardlytics, ," Temporary, Internship",3,58.33,https://www.indeed.com/rc/clk?jk=b8f78cd2483b6de7&fccid=0f9a998538573203&vjs=3,36,"Excel, Statistical Analysis, Logic, Testing, Code, Technical, Analytical, Mac, Support, Statistics, R, Electrical, Analysis, iOS, Researching, Communication, C, Python, Computer, Research, Data Science, Reporting, Engineering, Analytical , Problem-solving, Java, Technology, Forecasting, Development, Science, Predicting, Data, Creative, Programming, Math, Computer Science",21,"Excel, Statistical Analysis, Code, Technical, Mac, Statistics, R, Analysis, C, Python, Computer, Data Science, Reporting, Java, Technology, Forecasting, Development, Science, Data, Programming, Computer Science",15,"Support, Logic, Problem-solving, Testing, Research, Electrical, Predicting, Creative, Engineering, Analytical , Math, iOS, Researching, Communication, Analytical",87,"Toad, Tensorflow, Certifications, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, image classification, Coding, Analytics, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, NLTK, SAP Design Studio, CNN, Hadoop Streaming, Data Analytics, R-Studio, Quantitative, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Design, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, Tools, PLSQL, Leadership, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, SAS, Data Sets, Seaborn, Decision Making, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
 Intern 2018 - Data Science," Pandora Media, Inc.", , Internship,8,58.33,https://www.indeed.com/rc/clk?jk=b67f028e490871e6&fccid=969588d3048aa92a&vjs=3,24,"Listening, Mathematics, Email, Mac, Hadoop, Quantitative, ECL, R, C, Python, Computer, Personal, Research, Data Science, Collaboration , Design, Collaboration, Work Independently, Science, SQL, Hive, Data, Math, Computer Science",14,"C, Science, Hadoop, Quantitative, Python, Computer, SQL, Hive, R, Data Science, Data, Computer Science, Mac, Design",10,"ECL, Personal, Research, Collaboration , Listening, Mathematics, Email, Math, Collaboration, Work Independently",94,"Toad, Tensorflow, Excel, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, image classification, Coding, Java, Analytics, Data Mining, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, R-Studio, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, Tools, PLSQL, Leadership, Technology, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Analysis, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Matplotlib, Networks, Business Objects",108
 Research Internship, Lockheed Martin, ," Full-time, Internship",11,58.33,https://www.indeed.com/rc/clk?jk=4c3e43daa02c5f78&fccid=aeb15e43a6800b9d&vjs=3,36,"Excel, Testing, Security, Software, Data Analytics, Implementation, Assessment, Information Technology, Technical, R, Electrical, Goals, C++, Analysis, SAS, Researching, Communication, C,  concepts, Python, Computer, Research, Tools, Design, Mobile, Operations, Engineering, Design Principles, Analytics, Technology, Development, Innovation, Science, Data, Programming, Computer Science",21,"Excel, Data Analytics, Information Technology, Technical, R, C++, Analysis, SAS, C, Python, Computer, Tools, Design, Operations, Analytics, Technology, Development, Science, Data, Programming, Computer Science",15,"Innovation,  concepts, Testing, Research, Electrical, Security, Software, Goals, Mobile, Assessment, Implementation, Engineering, Design Principles, Researching, Communication",87,"Toad, Tensorflow, Certifications, Code, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, image classification, Coding, Java, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Mac, R-Studio, Quantitative, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, Data Science, PLSQL, Leadership, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, Big Data Analytics, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
 Research Scientist Intern, JD.com, , Internship,3,58.14,https://www.indeed.com/rc/clk?jk=a963ec96664e3aad&fccid=68cb92e51cfd6a04&vjs=3,43,"Excel, Optimization, Decision making, MySQL, Scripting Languages, Languages, Visio, Algorithms, Mac, Big Data Technologies, Planning, Hadoop, Statistics, R, Analysis, Communication, Statistical Modeling, C, Oracle, Python, Computer, Research, Decision Making, Design, Operations, Database, Engineering, Spark, Problem-solving, Vision, Data Mining, Innovation, Development, Science, SQL, Relational Databases, Oral Communication, Databases, Data, Big Data, Math, Management, Computer Science",25,"Optimization, Excel, Decision making, Computer Science, Algorithms, Mac, Hadoop, Statistics, R, Analysis, C, Oracle, Python, Computer, Decision Making, Operations, Spark, Data Mining, Science, Development, SQL, Data, Big Data, Management, Design",18,"Big Data Technologies, Innovation, Math, Planning, Research, Relational Databases, Oral Communication, Databases, MySQL, Scripting Languages, Languages, Engineering, Visio, Database, Problem-solving, Vision, Communication, Statistical Modeling",83,"Toad, Statistical Learning, Tensorflow, Statistical Analysis, Text Analytics, sklearn, Hadoop Streaming, MapReduce, Keras, Hadoop ecosystem, Certifications, Data Analytics, Convolutional Neural Network, Reports, Code, Information Technology, Technical, Predictive Quantitative Analysis, Windows, R-Studio, Image Processing, Flume, Quantitative, Data Warehousing, image classification problem, Statistical Modelling, OLAP, SAP Business Objects, Data Visualization, Machine Learning Algorithms, C++, Processing, MS Excel, Quantitative Analysis, Big Data Analytics, Developer, Decision Analytics, SAS, Linux, Spyder, Data Sets, Seaborn, ETL, Data Analysis, HANA, Tableau, image classification, Jupyter Notebooks, Data Science, Tools, Reporting, Enterprise Miner, SAP HANA, PLSQL, C#, Coding, Java, Oracle SQL Developer, Analytics, BEX Query Designer and Analyzer, Leadership, Technology, Forecasting, Lumira, Matplotlib, Sqoop, SAP NetWeaver, Multivariate Analysis, Pandas, Translation, Hive, Networks, Numpy, Exploratory Data Analysis, Microsoft Azure, Programming, Pig, sci-kit learn, Business Objects, MS Visual Studio, NLTK, SAP Design Studio, CNN",108
" Intern: Customer Care, Reporting and Analytics (Summer 2018)", Equinix, ," Full-time, Temporary, Internship",5,57.89,https://www.indeed.com/rc/clk?jk=ccef969fed871e47&fccid=e15d9e27876d9dc3&vjs=3,38,"Excel, Information Systems, Languages, Information Technology, Data Visualization Tools, Analytical, Support, Statistics, R, Data Visualization, MS Excel, Verbal, Analysis, Communication, C, Oracle, Python, Computer, Tableau, Reporting, Tools, Design, Engineering, Database, Analytical , Analytics, Data Structures, Technology, Innovation, Programming Languages, SQL, Science, Training, Databases, Data, Cloud Computing, Programming, Computer Science",22,"Excel, Computer Science, Information Technology, Statistics, R, Data Visualization, MS Excel, Analysis, C, Oracle, Python, Computer, Tableau, Reporting, Tools, Analytics, Technology, Science, SQL, Data, Programming, Design",16,"Data Structures, Innovation, Support, Programming Languages, Information Systems, Training, Databases, Languages, Cloud Computing, Engineering, Database, Analytical , Verbal, Data Visualization Tools, Communication, Analytical",86,"Toad, Tensorflow, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, image classification, Coding, Java, Data Mining, Lumira, Sqoop, Pandas, Numpy, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, Mac, R-Studio, Quantitative, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Quantitative Analysis, Developer, Decision Analytics, ETL, HANA, Jupyter Notebooks, Data Science, PLSQL, Leadership, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, SAS, Data Sets, Seaborn, Decision Making, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
